국제표준연속 간행물번호(전자식),국제표준연속 간행물번호(종이식),학술지명(국문),학술지명(외국어),등재 구분,학술지 연구분야,창간년도,발행간기,사용언어,발행기관명(국문),발행기관명(영문),부설연구소 소속 대학,기관 구분
,12290432,선사와 고대,Prehistory and Ancient History,등재,인문학 > 역사학,1991,연3회,"한국어,한국어",한국고대학회,Korean Association For Ancient Studies,,학회
26719843,12263400,프랑스어문교육,Societe Coreenne d＇Enseignement de Langue et Litterature Francaises,등재,인문학 > 프랑스어와문학,1991,연4회,"한국어,프랑스어",한국프랑스어문교육학회,,,학회
22873406,12259918,생명과학회지,Journal of Life Science,등재,자연과학 > 기타자연과학,1991,연12회,"한국어,영어",한국생명과학회,Korean Society Of Life Science,,학회
,19754728,남도민속연구,,등재,인문학 > 역사학 > 인류학 > 민속학(인류학),1991,연2회,"한국어,한국어",남도민속학회,,,학회
22875476,15982785,한국소음진동공학회논문집,Transactions of the Korean Society for Noise and Vibration Engineering,등재,공학 > 기계공학,1991,연6회,"한국어,영어",한국소음진동공학회,Korean Society for Noise and Vibration Engineering(KSNVE),,학회
22890149,12254266,보건행정학회지,Health Policy and Mangemnet,등재,의약학 > 예방의학,1991,연4회,"한국어,한국어",한국보건행정학회,Korean Academy of Health Policy and Management,,학회
27339386,15989615,한국민요학,,등재,복합학 > 학제간연구,1991,연3회,"한국어,한국어",한국민요학회,The Society Of Korean Folk Song,,학회
,12267139,우리말연구,Urimal,등재,인문학 > 한국어와문학,1991,연4회,"한국어,한국어",우리말학회,,,학회
,12263699,중재연구,JOURNAL OF ARBITRATION STUDIES,등재,사회과학 > 무역학,1991,연4회,"한국어,영어",한국중재학회,Korean Association Of Arbitration Studies(Kaas),,학회
,12290246,미학예술학연구,The Journal of Aesthetics and Science of Art,등재,예술체육학 > 기타예술체육,1991,연3회,"한국어,영어",한국미학예술학회,,,학회
22890564,2384132x,한국산업보건학회지,Journal of Korean Society of Occupational and Environmental Hygiene,등재,의약학 > 예방의학 > 환경/직업의학,1991,연4회,"한국어,영어",한국산업보건학회,Korean Industrial Hygiene Association,,학회
26715236,12262498,직업재활연구,Journal of Vocational Rehabilitation,등재,사회과학 > 사회과학일반,1991,연3회,"한국어,영어",한국직업재활학회,Korean Society Of Vocational Rehabilitation,,학회
27339793,15987728,현대미술사연구,Journal of History of Modern Art,등재,예술체육학 > 미술 > 미술일반 > 미술사,1991,연2회,한국어,현대미술사학회,,,학회
22876359,1225696X,소성가공,Transactions of Materials Processing,등재,공학 > 재료공학,1991,연6회,"한국어,한국어",한국소성가공학회,The Korean Society For Technology Of Plasticity,,학회
,12264660,일어일문학,The Japanese Language and Literature Association of Daehan,등재,인문학 > 일본어와문학,1991,연4회,"한국어,일본어",대한일어일문학회,The Japanese Language And Literature Society Of Korea,,학회
,12270962,민족문학사연구,Journal of Korean Literary History,등재,인문학 > 한국어와문학,1991,연3회,"한국어,한국어",민족문학사연구소,Institute of Korean Literary History,,일반기관
27338339,20925395,부동산연구,Korea Real Estate Review,등재,사회과학 > 법학 > 분야별법 > 토지/부동산/주택/농지법,1991,연4회,한국어,한국부동산연구원,korea real estate research institute,,학회
25867261,22337202,대한자기공명기술학회지,Journal of the Korean Society of MR Technology,등재후보,공학 > 의공학 > 의공학기술,1991,연2회,"한국어,영어",대한자기공명기술학회,The Korean Society of MR Technology,,학회
,12292052,한국현대문학연구,The Journal of Modern Korean Literature,등재,인문학 > 한국어와문학,1991,연3회,한국어,한국현대문학회,The Learned Society Of Korean Modern Literature,,학회
,17383846,지역발전연구,Journal of Regional Studies and Development,등재,사회과학 > 지역학 > 지역학일반 > 지역비교/통계,1991,연3회,"한국어,영어",빈곤문제국제개발연구원,Institute for Poverty Alleviation and International Development: IPAID,연세대학교(미래캠퍼스),대학부설연구소
,12257834,음악과 민족,MUSIC AND KOREA,등재,예술체육학 > 음악학,1991,연2회,"한국어,한국어",민족음악학회,The Society For Korean Music,,학회
27139433,12260541,농촌사회,The Journal of Rural Society,등재,사회과학 > 사회학 > 인구/노인/지역사회학,1991,연2회,한국어,한국농촌사회학회,The Korea Rural Sociological Society,,학회
22345078,12251429,한국결정성장학회지,Journal of the Korean Crystal Growth and Crystal Technology,등재,공학 > 재료공학,1991,연6회,"한국어,영어",한국결정성장학회,"The Korea Association Of Crystal Growth, Inc.",,학회
,12298921,역사민속학,The Journal of Korean Historical-folklife,등재,인문학 > 역사학,1991,연2회,"한국어,영어",한국역사민속학회,The Society For Korean Historical-Folklife Studies,,학회
22877258,12250562,한국재료학회지,Korean Journal of Materials Research ,등재,공학 > 재료공학,1991,연12회,"한국어,영어",한국재료학회,Materials Research Society Of Korea,,학회
24660698,12266809,교정연구,Corrections Review,등재,사회과학 > 법학,1991,연4회,"한국어,영어",한국교정학회,Korean Society for Corrections Service,,학회
,12264059,산업관계연구,Korean Journal of Industrial Relations,등재,사회과학 > 경영학,1991,연4회,"한국어,영어",한국고용노사관계학회,Korea Industrial Relations Association(Kira),,학회
2713699X,12258571,국어교육학연구,korean language education research,등재,인문학 > 한국어와문학,1991,연5회,"한국어,영어",국어교육학회,Association Of Korean Language Education Research,,학회
22871748,12251275,터널과 지하공간,TUNNEL AND UNDERGROUND SPACE,등재,공학 > 자원공학,1991,연6회,"한국어,영어",한국암반공학회,Korean Society for Rock Mechanics and Rock Engineering,,학회
22888802,12256781,동아시아식생활학회지,The East Asian Society of Dietary Life,등재,자연과학 > 생활과학,1991,연6회,"한국어,한국어",동아시아식생활학회,The East Asian Society Of Dietary Life,,학회
,15985024,한국철학논집,THE JOURNAL OF KOREAN PHILOSOPHICAL HISTORY,등재,인문학 > 철학 > 한국철학 > 한국철학일반,1991,연4회,"한국어,영어",한국철학사연구회,The Society For Korean Philosophical History,,학회
27138755,12267007,철학사상,CHUL HAK SA SANG - Journal of Philosophical Ideas,등재,인문학 > 철학,1991,연4회,"한국어,영어",철학사상연구소,"Institute of Philosophy, Seoul National University",서울대학교,대학부설연구소
,12269131,동남어문논집,Dongnam Journal of Korean Language ＆ Literature,등재,인문학 > 한국어와문학 > 국어학 > 기타국어학,1991,연2회,"한국어,한국어",동남어문학회,Dongnam Journal of Korean Language ＆ Literature,,학회
27334724,12263664,법제연구,JOURNAL OF LEGISLATION RESEARCH,등재,사회과학 > 법학,1991,연2회,"한국어,한국어",한국법제연구원,Korea Legislation Research Institute,,일반기관
,12255335,The SNU Journal of Education Research,,등재,사회과학 > 교육학,1991,연4회,"영어,한국어",교육종합연구원,Center for Educational Research,서울대학교,대학부설연구소
27136337,12254738,동남아연구,,등재,복합학 > 학제간연구,1991,연3회,"한국어,다수언어",동남아연구소,Center for Southeast Asian Studies,한국외국어대학교,대학부설연구소
22882715,15983986,정보보호학회논문지,Journal of The Korea Institute of Information Security and Cryptology,등재,공학 > 컴퓨터학,1991,연6회,"한국어,영어",한국정보보호학회,Korea Institute Of Information Security And Cryptology,,학회
,17386233,법학논총,,등재,사회과학 > 법학,1991,연4회,한국어,법학연구소,Legal Research Institute of Chonnam National University,전남대학교,대학부설연구소
,12294543,평화연구,Peace Studies,등재,사회과학 > 정치외교학,1991,연2회,"한국어,영어",평화와 민주주의연구소,Peace & Democracy Institute,고려대학교,대학부설연구소
22887253,12260088,멤브레인,Membrane Journal,등재,공학 > 화학공학,1991,연6회,"한국어,영어",한국막학회,The Membrane Society Of Korea,,학회
23840544,12261726,운동과학,Exercise Science,등재,예술체육학 > 체육 > 운동생리학/처방,1992,연4회,"한국어,영어",한국운동생리학회,,,학회
22873503,12254517,한국환경과학회지,JOURNAL OF ENVIRONMENTAL SCIENCE INTERNATIONAL,등재,자연과학 > 지구과학,1992,연12회,"한국어,영어",한국환경과학회,,,학회
27137074,15987981,에너지공학,,등재,공학 > 기계공학,1992,연4회,"한국어,영어",한국에너지학회,The Korean Society for Energy (KOSE),,학회
27339734,15982017,명청사연구,Journal of Ming-Qing Historical Studies,등재,인문학 > 역사학,1992,연2회,"한국어,한국어",명청사학회,The Society For Ming-Qing Historical Studies,,학회
,12262641,한국노년학연구,Korean Journal of Research in Gerontology,등재후보,사회과학 > 사회과학일반 > 기타사회과학일반,1992,연2회,"한국어,영어",한국노년학연구회,The Korean Gerontological Research Society,,학회
,12262781,교육재정경제연구,The Journal of Economics and Finance of Education,등재,사회과학 > 교육학,1992,연4회,한국어,한국교육재정경제학회,The Korean Society For The Economics And Finance Of Education,,학회
,15997413,행정판례연구,Studies on Public Administration Cases,등재,사회과학 > 법학 > 공법 > 행정법,1992,연2회,"한국어,한국어",한국행정판례연구회,Korea Public Administration Case Study Association,,학회
22886559,22886559,Applied Science and Convergence Technology,Applied Science and Convergence Technology,우수등재,자연과학 > 물리학,1992,연6회,한국어,한국진공학회,The Korean Vacuum Society,,학회
,17381851,교육사상연구,The Journal of Educational Idea,등재,사회과학 > 교육학,1992,연4회,"한국어,한국어",한국교육사상학회,Korean Educational Idea Association,,학회
,12295167,21세기정치학회보,21st centry Political Science Review,등재,사회과학 > 정치외교학,1992,연4회,"한국어,한국어",21세기정치학회,The 21st Century Political Science Association,,학회
2733824x,12259624,중국소설논총,The journal of the research of chinese novels,등재,인문학 > 중국어와문학,1992,연3회,"한국어,중국어",한국중국소설학회,The Society  For The Research Of Chinese Novels,,학회
20926456,12267708,Food Science and Biotechnology,,등재,농수해양학 > 식품과학,1992,연6회,영어,한국식품과학회,Korean Society of Food Science and Technology,,학회
,17387132,규제연구,Journal of Regulation Studies,등재,사회과학 > 행정학,1992,연2회,"한국어,영어",한국규제학회,,,학회
,12265497,한국정책학회보,The Korea Association for Policy Studies,우수등재,사회과학 > 정책학,1992,연4회,한국어,한국정책학회,The Korean Association For Policy Studies,,학회
,12293539,로지스틱스연구,Korean Journal of Logistics,등재,사회과학 > 경영학,1992,연6회,"한국어,한국어",한국로지스틱스학회,Korea Logistics Academy,,학회
